Root,Meanings
Qaf-Sad-Sad ," to impart, tell/communicate/narrate/recount, follow one's track, retrace, retaliate, cut off, relate, declare, make mention of. qasasun - narrative, act of following. qisas - just retaliation.qassa vb. (1)perf. act. 4:164, 16:118, 28:25, 40:78impf.act. 4:164, 6:57, 6:130, 7:7, 7:35, 7:101, 11:100, 11:120, 12:3, 12:5, 18:13, 20:99, 27:76, 40:78impv. 7:176, 28:11n.vb. 3:62, 7:176, 12:3, 12:111, 18:64, 28:25qisas n.m. 2:178, 2:179, 2:194, 5:45LL, V7, p: 54, 55, 56"
Qaf-Sad-Waw ," distant/remote, far, go far away. quswa - more remote, further.qasiyyan n.m. act. acc. 19:22aqsa (elative) 17:1, 28:20, 36:20quswa (elative f.) 8:42LL, V8, p:243"
Qaf-Ta-Lam ," to kill, put to death, be accused, slay/murder/kill/slaughter,   attempt to kill, render person like to one killed, to wage war/combat/battle,   to master, contend/fight, deadly, knew a thing thoroughly/well, become acquainted   with it.qatala vb. (I) perf. act. 2:72, 2:251, 3:183, 4:92, 4:157, 4:157, 4:157, 5:30, 5:32, 5:32, 5:95, 5:95, 6:140, 8:17, 18:74, 18:74, 20:40, 28:19, 28:33impf. act. 2:61, 2:85, 2:87, 2:91, 3:21, 3:21, 3:112, 4:29, 4:92, 4:93, 5:27, 5:28, 5:28, 5:70, 5:95, 6:151, 6:151, 7:150, 8:17, 8:30, 9:111, 12:10, 17:31, 17:33, 25:68, 26:14, 28:9, 28:19, 28:20, 28:33, 33:26, 40:26, 40:28, 60:12impv. 2:54, 2:191, 2:191, 4:66, 4:89, 4:91, 9:5, 12:9, 29:24, 40:25perf. pass. 3:144, 3:154, 3:156, 3:157, 3:158, 3:168, 3:169, 3:195, 17:33, 22:58, 47:4, 51:10, 74:19, 74:20, 80:17, 81:9, 85:4impf. pass. 2:154, 4:74, 9:111n. vb. 2:191, 2:217, 3:154, 3:181, 4:155, 5:30, 6:137, 17:31, 17:33, 33:16qatala n.m.   (pl. of qatil) - 2:178,qattala vb. (II)impf. act.  7:127, 7:141perf. pass. 33:61impf. pass. 5:33,n. vb. 33:61qatala vb. (III)perf. act.  2:191, 3:146, 3:195, 4:90, 9:30, 33:20, 48:22, 57:10, 57:10, 60:9, 63:4impf. act. 2:190, 2:191, 2:191, 2:217, 2:246, 2:246, 2:246, 3:13, 3:111, 4:74, 4:74, 4:75, 4:76, 4:76, 4:90, 4:90, 4:90, 9:13, 9:36, 9:83, 9:111, 48:16, 59:14, 60:8, 61:4, 73:20impv. 2:190, 2:193, 2:244, 3:167, 4:76, 4:84, 5:24, 8:39, 9:12, 9:14, 9:29, 9:36, 9:123, 49:9perf. pass. 59:11, 59:12impf. pass. 22:39n. vb. 2:216, 2:217, 2:217, 2:246, 2:246, 3:121, 3:167, 4:77, 4:77, 8:16, 8:65, 33:25, 47:20iqtatala vb. (VIII)  perf. act. 2:253, 2:253, 49:9, impf. act. 28:15LL, V8, p: 238"
Qaf-Ta-Ra ," to be stingy, tight-fisted, niggardly, have scantily, be barely sufficient (sustenance), give bare sustenance. qatarun & qataratun - dust, gloom (of sorrow), darkness, stinginess. qaturun - niggardly. muqtirun - to be in reduced circumstances, straitened.qatara vb. (1) impf. act. 25:67qatar n.m. (f. qatarah) 10:26, 80:41qatur n.m. 17:100aqtara vb. (4) pcple. act. 2:236LL, V7, p: 14"
Qaf-Tha-Alif," to eat a thing that makes sound and crunch under the molar teeth while chewing, for example while eating cucumber, to abound in cucumbers. qiththa - cucumber.qiththa n.m. 2:61LL, V7, p: 15"
Qaf-Tay-Ayn ," to cut/sever/disunite/separate/detach, to disable in prosecuting, unable to proceed in, withdrew, break down, perish/cease/finish/fail, cut short / stop, intercepted/interrupted, put an end/stop to, a piece/bit/part/portion cut off from a whole, herd, distinct portion.qata'a vb. (1)perf. act. 7:72, 59:5, 69:46impf. act. 2:27, 3:127, 8:7, 9:121, 13:25, 22:15, 29:29impv. 5:38perf. pass. 6:45pcple. act. 27:32pcple. pass. 15:66, 56:33qit n.m. 11:81, 15:65qita n.f. (pl. of qitah) 10:27, 13:4qatta'a vb. (2)perf. act. 7:160, 7:168, 12:31, 12:50, 47:15impf. act. 7:124, 20:71, 26:49, 47:22perf. pass. 13:31, 22:19impf. pass. 5:33taqatta'a vb. (5)perf. act. 2:166, 6:94, 21:93, 23:53impf. act. 9:110LL, V8 supplement, p:244"
Qaf-Tay-Fa ," to gather (grapes), pluck (fruits), snatch, cluster of fruit.qutuf n.m. (pl. of qitf) 69:23, 76:14LL, V8, p:245"
Qaf-Tay-Miim-Ra ," husk of a date-stone, thin skin which envelopes a date-stone, integument of a date-stone.qitmir n.m. 35:13LL, V7, p:71"
Qaf-Tay-Nun ," he resided in the place, resident, closet (i.e. a small chamber within a large chamber), lower part of the loins, lower part of the back.yaqtin n.m. 37:146LL, V8, p: 245"
Qaf-Tay-Ra ," to drop, drip (liquid). taqattara - to fall on the side. taqatara - to walk side by side. aqtar (pl. of qutrun) - sides, regions. qitran - molten copper, liquid pitch.aqtar n.m. (pl. of qutr) 33:14, 55:33qatiran n.m. 14:50qitr n.m. 18:96, 34:12LL, V7, p: 70, 71"
Qaf-Tay-Tay ," to cut, mend, make portions. qittun - portion, share.qitt n.m. 38:16LL, V7, p: 67, 68, 69"
Qaf-Waw-Ayn ," to cover, lag behind, walk cautiously, even, soft, depressed, desert, waterless, barren place, desolate.n.m. sing. acc.qaAAan 20:106, plu. qeeAAtin 24:39LL, V8, p:248"
Qaf-Waw-Ba ," to dig a hole like an egg, draw near, fly away. qab - space between the middle and the end of a bow, portion of a bow that is between the part which is grasped by the hand and the curved extremity, space of one extremity of the bow to the other, short measure of space/length/distance (often used to imply closeness of relationship).qaba n.m. 53:9LL, V7, p: 98, 99"
Qaf-Waw-Lam ," to say/speak, to call, to be named, word/speech, utterance, a thing said, greeting, discourse, one who says/speaks. To inspire/transmit/relate/answer/think/profess, emit an opinion on, indicate a state or condition or circumstance. qa'ilun - speaker, indicator.qala vb. (1)perf. act. 2:11impf. act. 2:8impv. 2:58, 2:80, 2:83, 2:91, 2:93, 2:94, 2:97, 2:104, 2:111, 2:120, 2:135, 2:136, 2:139, 2:140, 2:142, 2:189, 2:215, 2:217, 2:219, 2:219, 2:220, 2:222,3:12, 3:15, 3:20, 3:20, 3:26, 3:29, 3:31, 3:32, 3:61, 3:64, 3:64, 3:73, 3:73, 3:84, 3:93, 3:95, 3:98, 3:99, 3:119, 3:154, 3:154, 3:165, 3:168, 3:183,4:5, 4:8, 4:63, 4:77, 4:78, 4:127, 4:176,5:4, 5:17, 5:18, 5:59, 5:60, 5:68, 5:76, 5:77, 5:100,6:11, 6:12, 6:12, 6:14, 6:14, 6:15, 6:19, 6:19, 6:19, 6:19, 6:37, 6:40, 6:46, 6:47, 6:50, 6:54, 6:56, 6:56, 6:57, 6:58, 6:63, 6:64, 6:65, 6:66, 6:71, 6:71, 6:90, 6:91, 6:91, 6:109, 6:135, 6:143, 6:144, 6:145, 6:147, 6:148, 6:149, 6:150, 6:151, 6:158, 6:161, 6:162, 6:164,7:28, 7:29, 7:32, 7:32, 7:33, 7:158, 7:161, 7:187, 7:187, 7:188, 7:195, 7:203,8:1, 8:38, 8:70,9:24, 9:51, 9:52, 9:53, 9:61, 9:64, 9:65, 9:81, 9:83, 9:94, 9:105, 9:129,10:15, 10:16, 10:18, 10:20, 10:21, 10:31, 10:31, 10:34, 10:34, 10:35, 10:35, 10:38, 10:41, 10:49, 10:50, 10:53, 10:58, 10:59, 10:59, 10:69, 10:101, 10:102, 10:104, 10:108,11:13, 11:35, 11:121,12:81, 12:108,13:16, 13:16, 13:16, 13:16, 13:16, 13:27, 13:30, 13:33, 13:36, 13:43,14:30, 14:31,15:89,16:102,17:23, 17:24, 17:28, 17:42, 17:50, 17:51, 17:51, 17:53, 17:56, 17:80, 17:81, 17:84, 17:85, 17:88, 17:93, 17:95, 17:96, 17:100, 17:107, 17:110, 17:111,18:22, 18:24, 18:26, 18:29, 18:83, 18:103, 18:109, 18:110,19:26, 19:75,20:44, 20:47, 20:105, 20:114, 20:135,21:24, 21:42, 21:45, 21:108, 21:109,22:49, 22:68, 22:72,23:28, 23:29, 23:84, 23:85, 23:86, 23:87, 23:88, 23:89, 23:93, 23:97, 23:118,24:30, 24:31, 24:53, 24:54,25:6, 25:15, 25:57, 25:77,26:16, 26:216,27:59, 27:64, 27:65, 27:69, 27:72, 27:92, 27:93,28:49, 28:71, 28:72, 28:85,29:20, 29:46, 29:50, 29:52, 29:63,30:42,31:25,32;11, 32:29,33:16, 33:17, 33:28, 33:32, 33:59, 33:63, 33:70,34:3, 34:22, 34:24, 34:24, 34:25, 34:26, 34:27, 34:30, 34:36, 34:39, 34:46, 34:47, 34:48, 34:49, 34:50,35:40,36:79,37:18,38:65, 38:67, 38:86,39:8, 39:9, 39:10, 39:11, 39:13, 39:14, 39:15, 39:38, 39:38, 39:39, 39:43, 39:44, 39:46, 39:53, 39:64,40:66,41:6, 41:9, 41:13, 41:44, 41:52,42:15, 42:23,43:24, 43:81, 43:89,45:14, 45:26,46:4, 46:8, 46:9, 46:10,48:11, 48:15, 48:16,49:14, 49:14, 49:16, 49:17,52:31,56:49,62:6, 62:8, 62:11,64:7,67:23, 67:24, 67:26, 67:28, 67:29, 67:30,72:1, 72:20, 72:21, 72:22, 72:25,79:18,109:1,112:1,113:1,114:1perf. pass. 2:11impf. pass. 21:60, 41:43, 83:17n.vb. 2:59, 2:113, 2:118, 2:204, 2:235, 2:263, 3:147, 3:181, 4:5, 4:8, 4:9, 4:63, 4:108, 4:148, 4:155, 4:156, 4:157, 5:63, 6:73, 6:112, 7:162, 7:205, 9:30, 9:30, 10:65, 11:40, 11:53, 13:5, 13:10, 13:33, 14:27, 16:40, 16:86, 17:16, 17:23, 17:28, 17:40, 18:93, 19:34, 20:7, 20:28, 20:44, 20:89, 20:94, 20:109, 21:4, 21:27, 21:110, 22:24, 22:30, 23:27, 23:68, 24:51, 27:19, 27:82, 27:85, 28:51, 28:63, 32:13, 33:4, 33:32, 33:32, 33:70, 34;31, 36:7, 36:58, 36:70, 36:76, 37:31, 39:18, 41:25, 41:33, 46:18, 47:21, 47:30, 49:2, 50:18, 50:29, 51:8, 58:1, 58:2, 60:4, 63:4, 67:13, 69:40, 69:41, 69:42, 69:44, 73:5, 74:25, 81:19, 81:25, 86:13pcple. act. 12:10, 18:19, 23:100, 33:18, 37:51qil n.m. 4:122, 43:88, 56:26, 73:6taqawwala vb. (5) perf. act. 52:33, 69:44LL, V7, p: 248, 249"
Qaf-Waw-Miim ," stand still or firm, rose/stand up, managed/conducted/ordered/regulated/superintended, established, made it straight/right, maintain/erect/observe/perform, set up, people/community/company, abode, stature/dignity/rank. aqama - to keep a thing or an affair in a right state.qama vb. (1)perf. act. 2:20, 4:142, 4:142, 5:6, 18:14, 72:19impf. act. 2:275, 2:275, 4:102, 4:127, 5:107, 9:84, 9:108, 9:108, 14:41, 26:218, 27:39, 30:12, 30:14, 30:25, 30:55, 34:46, 40:46, 40:51, 45:27, 52:48, 57:25, 73:20, 78:38, 83:6impv. 2:238, 73:2, 74:2n.vb. 51:45pcple. act. 3:18, 3:39, 3:75, 3:113, 10:12, 11:71, 11:100, 13:33, 18:36, 22:26, 39:9, 41:50, 59:5, 62:11, 70:33maqam n.m. 2:125, 3;97, 5:107, 10:71, 14:14, 17:79, 19:73, 26:58, 27:39, 37:164, 44:26, 44:51, 55:46, 79:40muqam n.m. 25:66, 25:76, 33:13, 35:35qawam n.m. 25:67qawim n.m. (adj. comp. aqwam, pl. qiyam) 2:282, 3:191, 4:46, 4:103, 17:9, 25:64, 39:68, 73:6qawm n.m. 2:54, 2:54, 2:60, 2:67, 2:118, 2:164, 2:230, 2:258, 2:264, 2:286, 3:86, 3:86, 3:117, 3:140, 3:147, 4:78, 4:90, 4:90, 4:91, 4:92, 4:92, 4:104, 5:2, 5:8, 5:11, 5:20, 5:20, 5:21, 5:22, 5:25, 5:26, 5:41, 5:50, 5:51, 5:54, 5:58, 5:67, 5:68, 5:77, 5:84, 5:102, 5:108, 6:45, 6:47, 6:66, 6:68, 6:74, 6:77, 6:78, 6:80, 6:83, 6:89, 6:97, 6:98, 6:99, 6:105, 6:126, 6:133, 6:135, 6:144, 6:147, 7:32, 7:47, 7:52, 7:58, 7:59, 7:59, 7:60, 7:61, 7:64, 7:65, 7:66, 7:67, 7:69, 7:73, 7:75, 7:79, 7:80, 7:81, 7:82, 7:85, 7:88, 7:89, 7:90, 7:93, 7:99, 7:109, 7:127, 7:127, 7:128, 7:133, 7:137, 7:137, 7:138, 7:138, 7:142, 7:145, 7:148, 7:150, 7:150, 7:150, 7:155, 7:159, 7:160, 7:164, 7:176, 7:177, 7:188, 7:203, 8:53, 8:58, 8:65, 8:72, 9:6, 9:11, 9:13, 9:14, 9:19, 9:24, 9:37, 9:39, 9:53, 9:56, 9:70, 9:70, 9:80, 9:96, 9:109, 9:115, 9:122, 9:127, 10:5, 10:6, 10:13, 10:24, 10:67, 10:71, 10:71, 10:74, 10:75, 10:83, 10:84, 10:85, 10:86, 10:87, 10:98, 10:101, 11:25, 11:27, 11:28, 11:29, 11:29, 11:30, 11:36, 11:38, 11:44, 11:49, 11:50, 11:51, 11:52, 11:57, 11:60, 11:61, 11:63, 11:64, 11:70, 11:74, 11:78, 11:78, 11:84, 11:85, 11:88, 11:89, 11:89, 11:89, 11:89, 11:89, 11:92, 11:93, 11:98, 12:9, 12:37, 12:87, 12:110, 12:111, 13:3, 13:4, 13:7, 13:11, 13:11, 14:4, 14:5, 14:6, 14:9, 14:28, 15:15, 15:58, 15:62, 16:11, 16:12, 16:13, 16:59, 16:64, 16:65, 16:67, 16:69, 16:79, 16:107, 18:15, 18:86, 18:90, 18:93, 19:11, 19:27, 19:97, 20:79, 20:83, 20:85, 20:86, 20:86, 20:87, 20:90, 21:11, 21:52, 21:74, 21:77, 21:77, 21:78, 21:106, 22:42, 22:43, 22:43, 23:23, 23:23, 23:24, 23:28, 23:33, 23:41, 23:44, 23:46, 23:47, 23:94, 23:106, 25:4, 25:18, 25:30, 25:36, 25:37, 26:10, 26:11, 26:70, 26:105, 26:117, 26:160, 26:166, 27:12, 27:12, 27:24, 27:43, 27:46, 27:47, 27:51, 27:52, 27:54, 27:55, 27:56, 27:60, 27:86, 28:3, 28:21, 28:25, 28:32, 28:46, 28:50, 28:76, 28:76, 28:79, 29:14, 29:16, 29:24, 29:24, 29:28, 29:29, 29:30, 29:35, 29:36, 29:51, 30:21, 30:23, 30:24, 30:28, 30:37, 30:47, 32:3, 36:6, 36:19, 36:20, 36:26, 36:28, 37:30, 37:85, 37:115, 37:124, 38:12, 38:13, 39:39, 39:42, 39:52, 40:5, 40:29, 40:30, 40:31, 40:32, 40:38, 40:39, 40:41, 41:3, 43:5, 43:26, 43:44, 43:51, 43:51, 43:54, 43:54, 43:57, 43:58, 43:88, 44:17, 44:22, 44:28, 44:37, 45:4, 45:5, 45:13, 45:14, 45:20, 45:31, 46:10, 46:21, 46:23, 46:25, 46:29, 46:30, 46:31, 46:35, 47:38, 48:12, 48:16, 49:6, 49:11, 49:11, 50:12, 50:14, 51:25, 51:32, 51:46, 51:46, 51:53, 52:32, 53:52, 54:9, 54:33, 58:14, 58:22, 59:13, 59:14, 60:4, 60:13, 61:5, 61:5, 61:5, 61:7, 62:5, 62:5, 63:6, 66:11, 69:7, 71:1, 71:1, 71:2, 71:5qawwam n.m.  4:34, 4:135, 5:8qayyim n.m. 6:161, 9:36, 12:40, 18:2, 30:30, 30:43, 98:3, f. 98:5qayyum n.m. 2:255, 3:2, 20:111qiyam 4:5, 5:97qiyamah n.f. 2:85, 2:113, 2:174, 2:212, 3:55, 3:77, 3:161, 3:180, 3:185, 3:194, 4:87, 4:109, 4:141, 4:159, 5:14, 5:36, 5:64, 6:12, 7:32, 7:167, 7:172, 10:60, 10:93, 11:60, 11:98, 11:99, 16:25, 16:27, 16:92, 16:124, 17:13, 17:58, 17:62, 17:97, 18:105, 19:95, 20:100, 20:101, 20:124, 21:47, 22:9, 22:17, 22:69, 23:16, 25:69, 28:41, 28:42, 28:61, 28:71, 28:72, 29:13, 29:25, 32:25, 35:14, 39:15, 39:24, 39:31, 39:47, 39:60, 39:67, 41:40, 42:45, 45:17, 45:26, 46:5, 58:7, 60:3, 68:39, 75:1, 75:6qawwama vb. (II) n.vb. 95:4aqama vb. (IV)perf. act. 2:177, 2:277, 4:102, 5:12, 5:66, 7:170, 9:5, 9:11, 9:18, 13:22, 18:77, 22:41, 35:18, 35:29, 42:38impf. act. 2:3, 2:229, 2:229, 2:230, 5:55, 5:68, 8:3, 9:71, 14:31, 14:37, 18:105, 27:3, 31:4, 98:5impv. 2:43, 2:83, 2:110, 4:77, 4:103, 6:72, 7:29, 10:87, 10:105, 11:114, 17:78, 20:14, 22:78, 24:56, 29:45, 30:30, 30:31, 30:43, 31:17, 33:33, 42:13, 55:9, 58:13, 65:2, 73:20n.vb. 16:80, 21:73, 24:37pcple. act. 4:162, 5:37, 9:21, 9:68, 11:39, 14:40, 15:76, 22:35, 39:40, 42:45istaqama vb. (X)perf. act. 9:7, 41:30, 46:13, 72:16impf. act. 81:28impv. 9:7, 10:89, 11:112, 41:6, 42:15pcple. act. mustaqim 1:6, 2:142, 2:213, 3:51, 3:101, 4:68, 4:175, 5:16, 6:39, 6:87, 6:126, 6:153, 6:161, 7:16, 10:25, 11:56, 15:41, 16:76, 16:121, 17:35, 19:36, 22:54, 22:67, 23:73, 24:46, 26:182, 36:4, 36:61, 37:118, 42:52, 43:43, 43:61, 43:64, 46:30, 48:2, 48:20, 67:22LL, V8, p:249,250"
Qaf-Waw-Siin," to compare by measurement, precede anyone, measure a thing, imitate anyone. qausun - bow.qaws n.m. dual. gen. 53:9 (oblique dual? common gender?)LL, V7, p: 102, 103"
Qaf-Waw-Ta ," to nourish/feed, nourishments/sustenances/provisions. muqitan - protector/controller/observer, controller of distribution, powerful keeper, who watches.aqwat n.m. (pl. of qut) 41:10aqata vb. (4) pcple. act. 4:85LL, V7, p: 99, 100"
Qaf-Waw-Ya ," to be, become strong, prevail, be able to do, be powerful, be vigorous, be forceful. quwwatun (pl. quwan) - power, strength, vigour, resolution, firmness, determination. qawun - desert. aqwa - to stay in desert. muqwin - dwellers of desert/wilderness (it is derived from the verb qawiya which means: it became desolate or deserted).qawiy n.m. 8:52, 11:66, 22:40, 22:74, 27:39, 28:26, 33:25, 40:22, 42:19, 57:25, 58:21quwah n.f. (pl. quwa) 2:63, 2:93, 2:165, 7:145, 7:171, 8:60, 9:69, 11:52, 11:52, 11:80, 16:92, 18:39, 18:95, 19:12, 27:33, 28:76, 28:78, 30:9, 30:54, 30:54, 35:44, 40:21, 40:82, 41:15, 41:15, 47:13, 51:58, 53:5, 81:20, 86:10aqwa vb. (4) pcple. act. 56:73LL, V8, p:251"
Qaf-Ya-Dad ," to break the shell (chicken), be broken, split, hallow, assimilate, assign. qayyada (vb. 2) - to be destined, be assigned, prepare for any one.qayyada vb. (2)perf. act. 41:25impf. act. 43:36LL, V7, p: 106, 107"
Qaf-Ya-Lam ," to make a siesta at noon, sleep in the middle of the day. qailun - one who takes siesta at midday. maqil - place of repose at noon, resting place.qala vb. (1)pcple. act. m. pl. 7:4maqil n.m. acc. 25:24LL, V8, p: 251"
