Root,Meanings
Jiim-Ra-Dal ," Strip/divest/denude a thing or person, pull off or remove a   thing, to peel a thing off, prune or bare a thing, unsheath or draw forth (a   sword), detach a thing, perform a rite or ceremony, take from someone against   his will, devote or apply oneself diligently and exclusively.jarad n.com. 7:133, 54:7Lane's Lexicon,   Volume 2, page:    41,    42,    43"
Jiim-Ra-Fa ," To take away/carry away/remove the whole or greater part of a   thing or much of it, sweep or sweep away, clear something away, shovel or   scoop a thing up or out, to be greedy, have an inordinate desire or appetite   for food.juruf n.m. 9:109Lane's Lexicon,   Volume 2, page:    47,    48"
Jiim-Ra-Ha   ," To wound   someone, cut someone, revile or vilify someone, impute to someone a vice or   fault, speak against someone, to censor and reject someone's testimony, to   gain/acquire/earn, to get or obtain, to commit.jaraha vb. (1) perf. act. 6:60jawarih n.f. (pl. of   jarihah) 5:4juruh n.m. (pl. of juruh) 5:45ijtaraha vb. (8) perf.   act. 45:21Lane's Lexicon,   Volume 2, page:    40,    41"
Jiim-Ra-Miim ," To cut or cut off a thing, gain/acquire/earn a thing, to drive   or incite one to do crime, to commit a crime/sin/offence/fault, commit an act   of disobedience, to be clear, to complete a thing, to end a thing or bring a   thing to it's end [upon completion].jarama vb. (1) impf. act. 5:2, 5:8, 11:89jaram n.m. 11:22, 16:23, 16:62,   16:109, 40:43ajrama vb. (4)  perf. act. 6:124, 30:47, 34:25,   83:29  impf. act. 11:35  n.vb. 11:35  pcple. act. 6:55, 6:123, 6:147, 7:40,   7:84, 7:133, 8:8, 9:66, 10:13, 10:17, 10:50, 10:75, 10:82, 11:52, 11:116,   12:110, 14:49, 15:12, 15:58, 18:49, 18:53, 19:86, 20:74, 20:102, 25:22, 25:31,   26:99, 26:200, 27:69, 28:17, 28:78, 30:12, 30:55, 32:12, 32:22, 34:32, 36:59,   37:34, 43:74, 44:22, 44:37, 45:31, 46:25, 51:32, 54:47, 55:41, 55:43, 68:35,   70:11, 74:41, 77:18, 77:46Lane's Lexicon,   Volume 2, page:    48,    49,    50"
Jiim-Ra-Ra   ," To   drag/draw/pull/tug/stretch, extend, to continue a thing (meaning the act of   ""dragging""), gently drive [He drove camels and sheep or goats gently,   letting them pasture as they went along], delay or defer, to put off, to   re-iterate.jarra vb. (1) impf. act. 7:150Lane's Lexicon,   Volume 2, page:    35,    36,    37,    38"
Jiim-Ra-Ya ," To flow, run quickly, pursue a course, to happen or occur, to   betake or aim for a thing, to be continuous or permanent, to send a deputy or   commissioned agent.jara vb. (1)  perf. act. 10:22  impf. act. 2:25, 2:164, 2:266, 3:15,   3:136, 3:195, 3:198, 4:13, 4:57, 4:122, 5:12, 5:85, 5:119, 6:6, 7:43, 9:72,   9:89, 9:100, 10:9, 11:42, 13:2, 13:35, 14:23, 14:32, 16:31, 18:31, 20:76,   21:81, 22:14, 22:23, 22:65, 25:10, 29:58, 30:46, 31:29, 31:31, 35:13, 36:38,   38:36, 39:5, 39:20, 43:51, 45:12, 47:12, 48:5, 48:17, 54:14, 55:50, 57:12,   58:22, 61:12, 64:9, 65:11, 66:8, 85:11, 98:8  pcple. act. f. (jariyah, pl. jariyat or jawari) 42:32, 51:3, 55:24,   69:11, 81:16, 88:12majra n.m. 11:41Lane's Lexicon,   Volume 2, page:    51,    52"
Jiim-Ra-Zay ," To cut or cut off, destroy or exterminate, to slay, to eat   quickly or eat much, to be or become barren, to be lean or emaciated, to be   dried up and without herbage.juruz n.m. 18:8, 32:27Lane's Lexicon,   Volume 2, page:    44,    45"
Jiim-Siin-Dal ," To stick or coagulate to the body, It (blood) stuck,  or adhered, It (blood) became dry, [4] It (a   garment) was made to stick, or adhere, to the body.jasad n.m. 7:148, 20:88, 21:8, 38:34Lane's Lexicon,   Volume 2, page:    59,    60"
Jiim-Siin-Miim ," To be great or large, big/bulky/large in body, corpulent or   corporeal, big-bodied.jism n.m. (pl. ajsam) 2:247, 63:4Lane's Lexicon,   Volume 2, page:    60,    61"
Jiim-Siin-Siin ," To test or judge or scrutinize a thing, to spy or investigate   or examine in order to form a judgement, inquire about or spy into a thing.tajassasa vb. (5) impf.   act. 49:12Lane's Lexicon,   Volume 2, page:    58,    59"
Jiim-Tha-Miim ," To cleave to the ground, to fall upon one's breast, lay   prostrate upon the ground, to be motionless, to be dead or extinct.jathama vb. (1) pcple.   act. 7:78, 7:91, 11:67, 11:94,   29:37Lane's Lexicon,   Volume 2, page:    15,    16"
Jiim-Tha-Tha ," To pull up or pull out, cut or cut off, to uproot, to   eradicate.ijtaththa vb. (8) perf.   pass. 14:26Lane's Lexicon,   Volume 2, page:    15"
Jiim-Tha-Waw ," To sit upon the knees, to kneel, to fall on one's knees, stand   upon the extremities of one's toes, to sit knee-to-knee with someone.19:68, 19:72, 45:28Lane's Lexicon,   Volume 2, page:    16,    17"
Jiim-Thal-Alif ," To stand firmly upon a thing, to stand erect or straight, to   stick or cleave, also means to sit upon one's knees, to be raised or extended,   stand on the extremities of one's toes (to bear oneself erect).jith (pl. juthu) 19:23, 19:25, 20:71Lane's Lexicon,   Volume 2, page:    34,    35"
Jiim-Thal-Thal ," To cut or cut off, to cut utterly and quickly, cut into many   pieces, exterminate, to break into pieces or fragments, to seperate, to hasten   to a thing.jaththa vb. (1) pcple.   pass. 11:108juthath n.m. 21:58Lane's Lexicon,   Volume 2, page:    30"
Jiim-Thal-Waw ," Stand firmly, remain firm upon a thing, stick or cling to a   thing, stand on the extremeties of one's toes, to be erect or straight, raised   and extended, to lift a thing.jathwah n.f. 28:29Lane's Lexicon,   Volume 2, page:    34,    35"
Jiim-Waw-Ayn ," To be hungry, empty in the belly, hunger or long for a thing,   to desire and long (as though hungering) for a thing.ja'a vb. (1)  impf. act. 20:118  n.vb. 2:155, 16:122, 88:7, 106:4Lane's Lexicon,   Volume 2, page:    123"
Jiim-Waw-Ba ," Make a hole in a thing, rend or tear a thing,   perforate/pierce/bore, to cut a thing, hollow a thing out, traverse or cross,   cut through by journeying, penetrate, reply or answer or respond, illuminate   and render clear, to shield.jaba vb. (1)  perf. act. 89:9jawab n.m. 7:82, 27:56, 29:24, 29:29ajaba vb. (4)  perf. act. 28:65  impf. act. 2:186, 14:44, 27:62,   46:32  impv. 46:31  perf. pass. 5:109, 10:89  pcple. act. 11:61, 37:75istajaba vb. (10)  perf. act. 3:172, 3:195, 8:9, 12:34,   13:18, 14:22, 21:76, 21:84, 21:88, 21:90, 35:14, 42:38  impf. act. 2:186, 6:36, 7:194,   11:14, 13:14, 13:18, 17:52, 18:52, 28:50, 28:64, 40:60, 42:26, 46:5  impv. 8:24, 42:47  perf. pass. 42:16Lane's Lexicon,   Volume 2, page:    115,    116"
Jiim-Waw-Dal ," To be good or goodly, approvable or excellent, to be egregious,   to be liberal/bountiful/munificent/generous, affected or overcome with longing   desire, to be feetful/swift (said of a horse).jiyad n.m. (pl. of jawad) 38:31al-judi n. 11:44Lane's Lexicon,   Volume 2, page:    117,    118,    119"
Jiim-Waw-Fa ," Wide and hollow within, empty/vacant/void, spacious or ample,   shut or close a thing.jawf n.m. 33:4Lane's Lexicon,   Volume 2, page:    123,    124"
Jiim-Waw-Jiim ," majuj n. 18:94, 21:96"
Jiim-Waw-Ra ," To decline or deviate, act wrongfully or unjustly, to live near   or close (to another), to protect, save or rescue, grant refuge.jara vb. (1)  pcple. act. 16:9jar n.m. 4:36, 4:36, 8:48jawara vb. (3) impf. act. 33:60ajara vb. (4)  impf. act. 23:88, 46:31, 67:28,   72:22  impv. 9:6  impf. pass. 23:88tajawara vb. (6) pcple.   act. 13:4istajara vb. (10) perf.   act. 9:6Lane's Lexicon,   Volume 2, page:    119,    120"
Jiim-Waw-Siin ," To seek for or seek after, go to and fro (going and coming),   trod upon, enter, come into one's midst.jasa vb. (1) perf. act. 17:5Lane's Lexicon,   Volume 2, page:    122"
Jiim-Waw-Waw ," Signifies the air or atmosphere between the sky (or heaven) and   the earth, the region between the heaven/sky and the earth, wide part of a   valley, the inside or interior, inner/inward/secret/private.jaw n.m. 16:79Lane's Lexicon,   Volume 2, page:    114,    115"
Jiim-Waw-Zay ," To pass in or pass along a place, leave it (a place) behind,   pass through a place, traverse or cross, pass beyond a place, exceed or   transgress the proper bound/limit/measure, excessive/extravagant/immoderate,   allowable (pass as right or sound or valid or lawful), effect a judgement or   opinion, give, clear away, relax or remit, overlook.jawaza vb. (3)   perf. act. 2:249, 7:138, 10:90,   18:62tajawaza vb. (6)   impf. act. 46:16Lane's Lexicon,   Volume 2, page:    120,    121,    122"
Jiim-Ya-Alif ," to come/do, commit, (with preposition bi) to bring,   produce,  (2:275) to receiveja'a vb. (1)  perf. act. 2:71, 2:87, 2:89, 2:89,   2:92, 2:101, 2:120, 2:145, 2:209, 2:211, 2:213, 2:253, 2:275, 3:19, 3:49,   3:50, 3:61, 3:81, 3:86, 3:105, 3:183, 3:184, 4:41, 4:41, 4:43, 4:62, 4:64,   4:83, 4:90, 4:153, 4:170, 4:174, 5:6, 5:15, 5:15, 5:19, 5:19, 5:32, 5:42,   5:48, 5:61, 5:70, 5:84, 5:110, 6:5, 6:25, 6:31, 6:34, 6:43, 6:54, 6:61, 6:91,   6:94, 6:104, 6:109, 6:109, 6:124, 6:157, 6:160, 6:160, 7:4, 7:5, 7:34, 7:37,   7:43, 7:52, 7:53, 7:63, 7:69, 7:70, 7:73, 7:85, 7:101, 7:105, 7:106, 7:113,   7:116, 7:126, 7:129, 7:131, 7:143, 8:19, 9:48, 9:90, 9:128, 10:13, 10:22,   10:22, 10:47, 10:49, 10:57, 10:74, 10:76, 10:77, 10:78, 10:80, 10:81, 10:93,   10:94, 10:97, 10:108, 11:12, 11:40, 11:53, 11:58, 11:66, 11:69, 11:69, 11:74,   11:76, 11:77, 11:78, 11:82, 11:94, 11:101, 11:120, 12:16, 12:18, 12:19, 12:50,   12:58, 12:72, 12:73, 12:88, 12:96, 12:100, 12:110, 13:37, 14:9, 15:61, 15:63,   15:67, 16:61, 16:89, 16:113, 17:5, 17:7, 17:81, 17:94, 17:101, 17:104, 17:104,   18:48, 18:55, 18:71, 18:74, 18:98, 18:109, 19:27, 19:43, 19:89, 20:40, 20:47,   20:57, 20:72, 21:55, 23:27, 23:44, 23:68, 23:70, 23:99, 24:11, 24:13, 24:39,   25:4, 25:29, 25:33, 26:30, 26:41, 26:206, 27:8, 27:13, 27:22, 27:36, 27:42,   27:84, 27:89, 27:90, 28:20, 28:25, 28:25, 28:36, 28:37, 28:48, 28:84, 28:84,   28:85, 29:10, 29:31, 29:33, 29:39, 29:53, 29:68, 30:9, 30:47, 30:58, 33:9,   33:10, 33:19, 34:32, 34:43, 34:49, 35:25, 35:37, 35:42, 35:42, 35:45, 36:13,   36:20, 37:37, 37:84, 38:4, 39:32, 39:33,   39:59, 39:71, 39:73, 40:25, 40:28, 40:29, 40:34, 40:34, 40:66, 40:78, 40:83,   41:14, 41:20, 41:41, 42:14, 43:24, 43:29, 43:30, 43:38, 43:47, 43:53, 43:63,   43:63, 43:78, 44:13, 44:17, 45:17, 46:7, 46:22, 47:18, 49:6, 50:2, 50:5,   50:19, 50:21, 50:33, 51:26, 53:23, 54:4, 54:41, 57:14, 58:8, 59:10, 60:1,   60:10, 60:12, 61:6, 63:1, 63:11, 67:9, 69:9, 71:4, 79:34, 80:2, 80:8, 80:33,   89:22, 98:4, 110:1  perf. pass. 39:69, 89:23aja'a vb. (4) perf. act. 19:23Lane's Lexicon,   Volume 2, page:    128"
Jiim-Ya-Ba ," to cut out a collar of a   shirt, opening at the neck and bosom of a shirt, an opening in a shirt (e.g.   where the head goes through or the sleeve), pocket (derived because Arabs   often carry things within the bosom of a shirt), bosom, heart, place of   entrance for a land/country, hollowed.jaybn.m. (pl. juyub)   - 24:31, 27:12, 28:32Lane's Lexicon,   Volume 2, page:    128,    129"
Jiim-Ya-Dal ," To have a long neck, have a slender or beautiful neck.jid n.m. 111:5Lane's Lexicon,   Volume 2, page:    129"
Jiim-Zay-Alif ,"juz n.m. 2:260, 15:44, 43:15"
Jiim-Zay-Ayn   ," To cut or cut off, to be impatient, manifest/show/display grief or   agitation, display violent grief, break off or in half or in portions.jazi'a vb. (1)   perf. act. 14:21juzu n.m. 70:20Lane's Lexicon,   Volume 2, page:    55,    56"
Jiim-Zay-Ya ," Pay/give/render a satisfaction, make sufficient, pay a debt, to   contend, repay/requit/compensate, to recompense.jaza vb. (1)  perf. act. 6:146, 23:111, 34:17,   76:12  impf. act. 2:48, 2:123, 3:144,   3:145, 6:84, 6:138, 6:139, 6:157, 7:40, 7:41, 7:152, 9:121, 10:4, 10:13,   12:22, 12:75, 12:88, 14:51, 16:31, 16:96, 16:97, 20:127, 21:29, 21:29, 24:38,   28:14, 28:25, 29:7, 30:45, 31:33, 33:24, 34:4, 35:36, 37:80, 37:105, 37:110,   37:121, 37:131, 39:35, 41:27, 45:14, 46:25, 53:31, 53:31, 54:35, 77:44  impf. pass. 4:123, 6:93, 6:120,   6:160, 7:147, 7:180, 10:52, 20:15, 25:75, 27:90, 28:84, 34:33, 36:54, 37:39,   40:17, 40:40, 45:22, 45:28, 46:20, 52:16, 53:41, 66:7, 92:19  n.vb. 2:85, 2:191, 3:87, 3:136,   4:93, 5:29, 5:33, 5:38, 5:85, 5:95, 9:26, 9:82, 9:95, 10:27, 12:25, 12:74,   12:75, 12:75, 17:63, 17:63, 17:98, 18:88, 18:106, 20:76, 25:15, 32:17, 34:37,   39:34, 41:28, 41:28, 42:40, 46:14, 53:41, 54:14, 55:60, 56:24, 59:17, 76:9,   76:22, 78:26, 78:36, 98:8  pcple. act. 31:33jizyah n.f. 9:29jaza vb. (3) impf.   act. 34:17 Lane's Lexicon,   Volume 2, page:    58"
