Root,Meanings
Ba-Ra-Kaf   ,"Lying down, kneeling   or with legs folded making the chest touch the ground, falling upon the chest  To be or to become firm, steady, steadfast, fixed, continue, remain or stay   in place  Praying for someone or something, or blessings, felicitations, prospering and   abounding in good (e.g. on food, or the saying God bless you)  Keeping or applying constantly or persevering in something (e.g. affairs, commerce   etc)  Extolling God and His attributes, exalting God and/or magnifying God  Striving, laboring and/or exerting oneself  An ancient name of the months  A blessing, any good bestowed by God, increase, abundance and/or plenty.barakah n.f. 7:96, 11:48, 11:73baraka vb. (3)perf. act. 7:137, 17:1, 21:71, 21:81, 34:18, 37:113, 41:10perf. pass. 27:8pcple. pass. 3:96, 6:92, 6:155, 19:31, 21:50, 23:29, 24:35, 24:61, 28:30, 38:29, 44:3, 50:9tabaraka vb. (6) perf. act. 7:54, 23:14, 25:1, 25:10, 25:61, 40:64, 43:85, 55:78, 67:1LL, V1, p: 230, 231, 232"
Ba-Ra-Miim ,"   became affected with disgust/loathing/aversion, to contrive/fix/determine, make   it firm/solid/strong/sound, established/settled/arranged it firmly/strongly/thoroughly,   he thought/meditated/considered it.abrama vb. (IV)perf. act. 43:79pcple. act. 43:79LL, V1, p: 232, 233"
Ba-Ra-Qaf   ,"Shining, gleaming   or glistening (e.g. the dawn, a sword)  Lightning  Threatening or menacing  A female beautifying and adorning herself or showing and presenting herself   and/or exhibiting her beauty  A star rising or a constellation (e.g. Pleiades)  Eyes/sight glistening, fixedly open (e.g. by reason of fright), sights confused,   astonished, stupefied or dazzled, sight becoming weak, opening eyes and looking   hard, intently or sharply  Decorating or adorning (e.g. a place)  Journeying far  Rugged ground in which stones, sand and earth are mixed together (the stones   being of mixed/varied colors on whitish earth)  A mountain mixed with sand  Locusts with variegated colors  A certain type of beast the apostle rode on the ascension to heaven called so   because of the hue, brightness and quickness of motion it had akin to lightning  A certain kind of plant camels feed on in times of necessity  Anything having blackness and whiteness together  An ewer having a long slender spout and a handle  A bow with different colors  Silk brocade closely woven with gold or closely woven cloth of thick silk  Thicknessbariqa vb. (1)perf. act. 75:7barq n.m. 2:19, 2:20, 13:12, 24:43, 30:24ibriq n.m. 56:18istabraq n.m. 18:13, 44:53, 55:54, 76:21LL, V1, p: 226, 227, 228, 229"
Ba-Ra-Ra ,"Being pious, kind,   good, gentle, affectionate, beneficent, just, righteous, virtuous, honest, true,   veracious, sweet of speech, merciful  Sinlessly performing something  Recompensing, rewarding for obedience, accepting and/or approving  Driving or calling sheep/goats  Verifying or proving an oath true  One who overcomes, overcoming someone with good actions or speech  Overcoming an adversary or overcoming by evil  Talking too much, confused clamor, noise, crying out, talking in anger or confusion,   talking unprofitably  Ampleness, largeness or extensiveness  Land or elevated ground open to view, out of doors or exposed to view  Wheat, grain/s of wheat or coarsely ground flour  Obedience  Certain kind of fruit  Good, sweet or pleasant word expression or saying  Of, belonging to or relating to the land and or the desert/waste  External, outward, apparent or public  A proper name of a certain people from El Maghrib (north of Africa and west   of Egypt)  A truly and honestly executed salebarra vb. (1)impf. act. 2:224, 60:8pcple. act. 80:16barr (1) n.m. (pl. abrar) 3:193, 3:198, 19:14, 19:32, 52:28, 76:5, 82:13, 83:18, 83:22barr (2) n.m. 5:96, 6:59, 6:63, 6:97, 10:22, 17:67, 17:68, 17:70, 27:63, 29:65, 30:41, 31:32birr n.m. 2:44, 2:177, 2:177, 2:189, 2:189, 3:92, 5:2, 58:9LL, V1, p: 212, 213, 214, 215"
Ba-Ra-Sad ," become   affected with leprosy, shaved head, turning white.abras n.m. 3:49, 5:110LL, V1, p:   225,   226"
Ba-Ra-Zay ," went/came/passed   out/forth, issued, appeared, became apparent/manifest/evident, became prominent/projecting,   put forth, produce/publish, uncovered, outstrip/surpass, go beyond a thing,   a man characterized by pleasing/goodly aspect and by intelligence, a field or   wide expanse of land without trees.baraza vb. (1)  perf. act. 2:250, 3:154, 4:81, 14:21, 14:48  pcple. act. 18:47, 40:16barraza vb. (2)   perf. pass. 26:91, 79:36LL, V1, p:   223,   224"
Ba-Ra-Zay-Kha   ," a thing that intervenes between two things, a bar/obstruction that makes a   separation, the interval between the present and that which is to come, from   the period of the death to the resurrection, what is between doubt and certainty.barzakh n.m.   23:100, 25:53, 55:20LL, V1, p:   224"
Ba-Sad-Lam ,"   stripping/divesting (e.g. when one strips an onion), it was or became several   fold or many fold (e.g. layers of an onion), consisting of many coats, onion.basal n.m. 2:61LL, V1, p: 249, 250"
Ba-Sad-Ra ,"Becoming perceptive,   mental perception, having belief or knowledge, understanding, intelligence or   skill, knowing, giving light, shining, illuminated, making manifest, evident   and/or apparent.To behold/perceive/see/observe/watch.  Opening the eyes and/or seeing (seldom used unless mental perception is conjoined)  Clear sight  Thickness of anything  Sense of sight, making or causing to see and/or have sight, eye-sight, eyes.  Soft stones having some whiteness  Intent or a hard glance  A watcher or guard, a lion.basura vb. (1)perf. act. 20:96, 28:11impf. act. 20:96basar n.m. (pl. absar) 2:7, 2:20, 2:20, 3:13, 6:46, 6:103, 6:103, 6:110, 7:47, 10:31, 14:42, 15:15, 16:77, 16:78, 16:108, 17:36, 21:97, 22:46, 23:78, 24:30, 24:31, 24:37, 24:43, 24:44, 32:9, 33:10, 38:45, 38:63, 41:20, 41:22, 45:23, 46:26, 46:26, 47:23, 50:22, 53:17, 54:7, 54:50, 59:2, 67:3, 67:4, 67:4, 67:23, 68:43, 68:51, 70:44, 75:7, 79:9basir n.m. 2:96, 2:110, 2:233, 2:237, 2:265, 3:15, 3:20, 3:156, 3:163, 4:58, 4:134, 5:71, 6:50, 8:39, 8:72, 11:24, 11:112, 17:1, 17:17, 17:30, 17:96, 20:35, 22:61, 22:75, 25:20, 31:28, 33:9, 34:11, 35:31, 35:45, 40:20, 40:44, 40:56, 41:40, 42:11, 42:27, 48:24, 49:18, 57:4, 58:1, 60:3, 64:2, 67:19, 84:15General usage: 12:93, 12:96, 13:16, 20:125, 35:19, 40:58, 76:2basirah n.f. (pl. basa'ir) 6:104, 7:203, 12:108, 17:102, 28:43, 45:20, 75:14tabsirah n.f. 50:8bassara vb. (2) impf. pass. 70:11absara vb. (4)perf. act. 6:104, 32:12impf. act. 2:17, 7:179, 7:195, 7:198, 10:43, 11:20, 19:42, 21:3, 27:54, 28:72, 32:27, 36:9, 36:66, 37:175, 37:179, 43:51, 51:21, 52:15, 56:85, 68:5, 68:5, 69:38, 69:39impv. 18:26, 19:38, 37:175, 37:179pcple. act. 7:201, 10:67, 17:12, 17:59, 27:13, 27:86, 40:61istabsara vb. (10) pcple. act. 29:38LL, V1, p: 247, 248, 249"
Ba-Shiin-Ra   ,"Skin/Pare/Strip/Skin   Contact/Epidermis (or insides)  Complexion/Hue->Delicacy, fineness of  Beauty/Elegance of form/Bright cheerful countenance  Rejoiced/Rejoicing/Good, good tidings, glad tidings/Announcements (bearer of),   proclaiming, commencement, beginnings of anything/Indications/Streaks (daylight   breaking, wind over land)  Conducting, managing affairs personally.  Lie with, to go in unto.  Mankind, Human beings, Lowest/basest/meanest sort of people, Perfect man (combining   gentleness with strength).bashar n.com. 3:47, 3:79, 5:18, 6:91, 11:27, 12:31, 14:10, 14:11, 15:28, 15:33, 16:103, 17:93, 17:94, 18:110, 19:17, 19:20, 19:26, 21:3, 21:34, 23:24, 23:33, 23:34, 23:47, 25:54, 26:154, 26:186, 30:20, 36:15, 38:71, 41:6, 42:51, 54:24, 64:6, 74:25, 74:29, 74:31, 74:36bashir n.m. 2:119, 5:19, 5:19, 7:188, 11:2, 12:96, 34:28, 35:24, 41:4bushr n.m. 7:57, 25:48, 27:63bushra n.f. 2:97, 3:126, 8:10, 10:64, 11:69, 11:74, 12:19, 16:89, 16:102, 25:22, 27:2, 29:31, 39:17, 46:12, 57:12bashshara vb. (2)perf. act. 11:71, 15:54, 15:55, 37:101, 37:112, 51:28impf. act. 3:39, 3:45, 9:21, 15:53, 15:54, 17:9, 18:2, 19:7, 19:97, 42:23impv. 2:25, 2:155, 2:223, 3:21, 4:138, 9:3, 9:34, 9:112, 10:2, 10:87, 22:34, 22:37, 31:7, 33:47, 36:11, 39:17, 45:8, 61:13, 84:24perf. pass. 16:58, 16:59, 43:17pcple. act. 2:213, 4:165, 6:48, 17:105, 18:56, 25:56, 30:46, 33:45, 48:8, 61:6bashara vb. (3)impf. act. 2:187impv. 2:187abshara vb. (4) impv. 41:30istabashara vb. (10)impf. act. 3:170, 3:171, 9:124, 15:67, 30:48, 39:45impv. 9:111pcple. act. 80:39LL, V1, p: 244, 245"
Ba-Siin-Lam ,"   act of preventing/hindering/withholding/debarring/forbidding/prohibiting, become   odious/hideous/unseemly in aspect, altered/corrupted, consign to destruction/punishment/disgrace,   gave him up, being beaten, dislike, frowning.absala vb. (IV)perf. pass. 6:70impf. pass. 6:70LL, V1, p: 242, 243"
Ba-Siin-Miim   ," smile, laugh a little but without sound, part lips to show teeth.tabassama vb. (5) perf. act. 27:19LL, V1, p:   243"
Ba-Siin-Qaf ,"   tall, full grown, overcame/surpassed, excelled, became superior / exalted above.basiq n.m. 50:10LL, V1, p:   242"
Ba-Siin-Ra ,"   frown, contract one's face, grinned, looking morosely/sternly, look with intense   dislike/hatred, scowl.basara vb. (1)perf. act. 74:22pcple. act. 75:24LL, V1, p:   239,   240"
Ba-Siin-Siin   ," breaking, breaking in pieces, mixed it, broke/crumble/bruise/bray it, become   dust, leveled, stirred about, moistened.bassa vb. (I)perf. pass. - 56:5n. vb. - 56:5LL, V1, p: 238"
Ba-Siin-Tay,"Spreading, spreading   out or forth, expanding, making wide or ample, stretching forth, extending and/or   dilating  Conversing or acting without shyness, boldly, in a free and easy manner and/or   cheerfully  Going forth or journeying  Rejoicing, joyous and/or cheerful  Emboldened, presumptuous, forward and/or arrogant  Carpets, seller of  Simple or uncompounded  God who amplifies, enlarges or makes plentiful the means of subsistence, one   who diffuses (e.g. souls in the bodies)basata vb. (1)perf. act. 5:28, 42:27impf. act. 2:245, 5:11, 13:26, 17:29, 17:30, 28:82, 29:62, 30:37, 30:48, 34:36, 34:39, 39:52, 42:12, 60:2n.vb. 17:29pcple. act. 5:28, 6:93, 13:14, 18:18pcple. pass. 5:64bastah n.f. 2:247, 7:69bisat n.m. 71:19LL, V1, p: 240, 241, 242"
Ba-Ta-Ghayn   ,"Long, strong, fleshy   in the neck and base  Becoming strong in the joints  Strength  Intoxicating beverage made of honey  All together or collectively"
Ba-Ta-Kaf ," to   sever/cut (off), plucked it out, part/portion/piece severed, very sharp, cutting   much/keenly.battaka vb. (2) impf. act. 4:119LL, V1, p:   187"
Ba-Ta-Lam   ," cut it off, severed it, separate, was/became alone, detach oneself and devote,   devote exclusively, apply, striving, laboring or exerting, becoming wide between   the shoulders, obligatory or something made so.battala vb. (2) n.vb. 73:8tabattala vb. (5) impv. 73:8LL, V1, p: 187, 188"
Ba-Ta-Ra ," cut   or cut off a thing before it was complete, without offspring/progeny, defective/deficient/incomplete/imperfect,   in want, poor, suffering or in loss, short, cut off from prosperity or good.abtar n.m. 108:3LL, V1, p:   186"
Ba-Tay-Alif ,"   become slow/tardy/dilatory/late/backward, sluggish, delayed.batta'a vb. (2)   impf. act. 4:72LL, V1, p:   252,   253"
Ba-Tay-Lam   ,"Becoming false,   untrue, wrong, incorrect, fictitious, spurious, unfounded, unsound, vain, unreal,   worthless, futile, unprofitable, ineffectual, devoid of virtue, null, void or   of no account  A thing perishing or becoming lost  Becoming idle, unoccupied or without work  Diverted from profitable enterprises (in this life or the next)  Jesting, joking or not serious in conversation  Becoming or being courageous, brave, strong hearted (in war or fight)  Pursuit of vain, frivolous diversion or sport, ignorant conduct  Iblees, Satan, devils or enchanters  One who says a thing in which there is no truth or reality, embellishing speech   with lies.batala vb. (1)perf. act. 7:118batil n.m. 2:42, 2:188, 3:71, 3:191, 4:29, 4:161, 7:139, 8:8, 9:34, 11:16, 13:17, 16:72, 17:81, 17:81, 18:56, 21:18, 22:62, 29:52, 29:67, 31:30, 34:49, 38:27, 40:5, 41:42, 42:24, 47:3abtala vb. (4)impf. act. 2:264, 8:8, 10:81, 47:33pcple. act. 7:173, 29:48, 30:58, 40:78, 45:27LL, V1, p: 255, 256"
Ba-Tay-Nun   ,"Becoming fat,   Midriff, stomach, belly, girth, abdomen  Becoming replete, sated  A belly ache or being disordered digestively  Exulting greatly and/or excessively, behaving insolently and ungratefully  Striking or beating the belly  Disease entering (as though it penetrated through the belly)  Entering into something (e.g. a valley, affair)  Penetrating mentally or knowing something (state, news, circumstances, affair,   case)  Something becoming hidden or unapparent, esoteric, concealed or covert  A lining or inner covering, inside or interior of anything, inner story  Particular or special intimate, friend or associate  Going in the middle or midst of something (e.g. meadow, garden, news)  A far extending place of whose parts are remote from the other  Bringing forth of young  Excrement or ejection of  Lower or lowest part of the foundation, low depressed land, soft parts of the   land where water stagnates  Palm of the hand, sole of the foot/hoof  Armpit hollow of the arm, hollow of the throat  Apparent, visible part of the sky  Having an inordinate desire or appetite for food  One of the mansions/stations of the moon, the 2nd. Three small stars in the   form of an equilateral triangle forming the belly of the Ram/Aries.  Certain vessel made of glass or earthenware (an amphora, jar, vase, and pitcher)  Inward.batana vb. (1)perf. act. 6:151, 7:33pcple. act. 6:120, 31:20, 57:3, 57:13batn n.m. (pl. butun) 2:174, 3:35, 4:10, 6:139, 16:66, 16:69, 16:78, 22:20, 23:21, 24:45, 37:66, 37:144, 39:6, 44:45, 48:24, 53:32, 56:53bitanah n.f. (pl. bata'in) 3:118, 55:54LL, V1, p: 256, 257, 258"
Ba-Tay-Ra   ," behave   insolently, reckless, arrogant, boastful, ungrateful/unthankful, stupefied,   deprived of reason, proud, self-conceited.  batira vb. (1)  perf. act.  28:58  n.vb.  8:47LL, V1, p:   254"
Ba-Tay-Shiin   ,"An assault, violent   seizure  Seizing violently, assaulting vehemently or in anger  Taking hold of something, clinging to something  Working laboring or wrought (with hands)  Recovering  Laboring, striving, and struggling to overcome  Might or strength in war or fight, courage/valor, valiantness or prowess  Place of assaultbatasha vb. (1)perf. act. 26:130, 26:130impf. act. 7:195, 28:19, 44:16n.vb. 43:8, 50:36, 85:12batshah n.f. 44:16, 54:36LL, V1, p: 255"
Ba-Tha-Tha   ," spread/dispersed/scattered, published/revealed.baththa vb. (1)perf. act. 2:164, 4:1, 31:10, 42:29impf. act. 45:4n.vb. 12:86pcple. pass. 88:16, 101:4inbaththa vb. (7) pcple. pass. 56:6LL, V1, p: 188"
Ba-Thal-Ra ,"   scatter/disperse, (e.g. sowed seed, cast grain), diffused/disseminated, divulge/reveal,   extravagant in expenditure, babbling, dissipated/squandered, destroyed/consumed/wasted/ruined,   frivolous, false/vain/ineffectual, many/much/abundant/plenty/increase.17:2617:2617:27LL, V1, p: 210, 211"
Ba-Waw-Alif ,"   returned, went/came back, he bore or took upon himself, became ladened/burdened,   became the abiding-place thereof, became answerable/accountable/responsible,   equal/alike, a match, rested/remained, lodged him in an abode, mubawwa:   a dwelling, place of lodging, settlement, tabawwa: to take or make as   one's dwelling.  ba'a vb. (1)  perf. act.2:61, 2:90, 3:112, 3:162, 8:16  impf. act.5:29  bawwa'a vb. (2)  perf. act.7:74, 10:93, 22:26  impf. act.3:121  mubawwa n.m.10:93, 16:41, 29:58  tabawwa'a vb. (5)  perf. act.59:9  impf. act.12:56, 39:74  impv.10:87LL, V1, p: 307, 308, 309"
Ba-Waw-Ba   ," door/gate, place of entrance, mode/manner.bab n.m. (pl. abwab) 2:58, 2:189, 4:154, 5:23, 6:44, 7:40, 7:161, 12:23, 12:25, 12:25, 12:67, 12:67, 13:23, 15:14, 15:44, 15:44, 16:29, 23:77, 38:50, 39:71, 39:72, 39:73, 40:76, 43:34, 54:11, 57:13, 78:19LL, V1, p: 309, 310"
Ba-Waw-Lam ,"   mind/heart, to move/occur to my mind/heart, state/condition/case for one which   cares, easy/pleasant condition, attention, origin.bal n.m. 12:50,   20:51, 47:2, 47:5LL, V1, p:   313,   314,   315"
Ba-Waw-Ra ," perished, become extinct, destroyed, become bad/corrupted, destructive,   in a state of perdition/detriment/deficiency, ineffectual, stagnant/dull, not   sought/desired.  bara vb. (1)  impf. act.35:10, 35:29  n.vb. 14:28  bur n.m.25:18, 48:12LL, V1, p:   311,   312"
Ba-Ya-Ayn   ," Selling or buying  Exchanging or exchange of property  Gaining mastery over someone, superceding or occupying their place also by superior   power or force  Making a covenant, an engagement, a contract (e.g. promising allegiance, swearing,   oaths)  Hire or hiring of land  Sealing the deal, also striking together hand of two contracting parties in   token of the ratification of sale  Manner of selling/buying  An article of merchandiseba'a vb. (1)n.vb. 2:254, 2:275, 2:275, 9:111, 14:31, 24:37, 62:9biya n.f. (pl. of bi'ah) 22:40baya'a vb. (3)perf. act. 9:111impf. act. 48:10, 48:10, 48:18, 60:12impv. 60:12tabaya'a vb. (6) perf. act. 2:282LL, V1, p: 321, 322"
Ba-Ya-Dal ," perish,   went away, passed away, became cut off, extinct, destroyed.bada vb. (1) impf.   act. 18:35LL, V1, p:   318"
Ba-Ya-Dad   ,"White, becoming   white  Surpassing in whiteness, superiority in whiteness (e.g. whiteness of day/daylight)  An egg of any bird or like an egg (also used metaphorically)  Whitening something, bleaching or whitewashing  Territory, place, quarter, tract, region, district, portions that belong to   some people  Bulb of the saffron plant  Container or receptacle  Principle place of abode, seat of power, heart of the kingdom  White smooth landabyad n.m. (f. bayda, pl. bid) 2:187, 7:108, 20:22, 26:33, 27:12, 28:32, 35:27, 37:46bayd n.m. 37:49ibyadda vb. (11)perf. act. 3:107, 12:84impf. act. 3:106LL, V1, p: 319, 320, 321"
Ba-Ya-Nun   ," Becoming separated,   severed, disunited, cut off or distinct  Apparent, manifest, plain, clear, known, distinguished from another  Disunion and union  Coming forth  Separation or division between two things (e.g. land)  An evidence, an indication, demonstration, proof, argument that is clear, manifest   (intellectual or perceptive/perceived by sense), testimony of a witnessbayyinah n.f. 2:87, 2:92, 2:99, 2:159, 2:185, 2:209, 2:211, 2:213, 2:253, 2:253, 3:86, 3:97, 3:105, 3:183, 3:184, 4:153, 5:32, 5:110, 6:57, 6:157, 7:73, 7:85, 7:101, 7:105, 8:42, 8:42, 9:70, 10:13, 10:15, 10:74, 11:17, 11:28, 11:53, 11:63, 11:88, 14:9, 16:44, 17:101, 18:15, 19:73, 20:72, 20:133, 22:16, 22:72, 24:1, 28:36, 29:35, 29:39, 29:49, 30:9, 30:47, 34:43, 35:25, 35:40, 40:22, 40:28, 40:34, 40:50, 40:66, 40:83, 43:63, 45:17, 45:25, 46:7, 47:14, 57:9, 57:25, 58:5, 61:6, 64:6, 98:1, 98:4tibyan n.m. 16:89bayyana vb. (2)perf. act. 2:118, 2:159, 2:160, 3:118, 57:17impf. act. 2:68, 2:69, 2:70, 2:187, 2:219, 2:221, 2:230, 2:242, 2:266, 3:103, 3:187, 4:26, 4:176, 5:15, 5:19, 5:75, 5:89, 6:105, 9:115, 14:4, 16:39, 16:44, 16:64, 16:92, 22:5, 24:18, 24:58, 24:59, 24:61, 43:63pcple. act. 4:19, 24:34, 24:46, 33:30, 65:1, 65:11abana vb. (4)impf. act. 43:52n.vb. 3:138, 55:4, 75:19pcple. act. 2:168, 2:208, 3:164, 4:20, 4:50, 4:91, 4:101, 4:112, 4:119, 4:144, 4:153, 4:174, 5:15, 5:92, 5:110, 6:7, 6:16, 6:59, 6:74, 6:142, 7:22, 7:60, 7:107, 7:184, 10:2, 10:61, 10:76, 11:6, 11:7, 11:25, 11:96, 12:1, 12:5, 12:8, 12:30, 14:10, 15:1, 15:18, 15:79, 15:89, 16:4, 16:35, 16:82, 16:103, 17:53, 19:38, 21:54, 22:11, 22:49, 23:45, 24:12, 24:25, 24:54, 26:2, 26:30, 26:32, 26:97, 26:115, 26:195, 27:1, 27:13, 27:16, 27:21, 27:75, 27:79, 28:2, 28:15, 28:18, 28:85, 29:18, 29:50, 31:11, 33:36, 33:58, 34:3, 34:24, 34:43, 36:12, 36:17, 36:24, 36:47, 36:60, 36:69, 36:77, 37:15, 37:106, 37:113, 37:156, 38:70, 39:15, 39:22, 40:23, 43:2, 43:15, 43:18, 43:29, 43:40, 43:62, 44:2, 44:10, 44:13, 44:19, 44:33, 45:30, 46:7, 46:9, 46:32, 48:1, 51:38, 51:50, 51:51, 52:38, 61:6, 62:2, 64:12, 67:26, 67:29, 71:2, 81:23tabayyana vb. (5)perf. act. 2:109, 2:256, 2:259, 4:115, 8:6, 9:113, 9:114, 14:45, 29:38, 34:14, 47:25, 47:32impf. act. 2:187, 9:43, 41:53impv. 4:94, 4:94, 49:6istabana vb. (10)impf. act. 6:55pcple. act. 37:117LL, V1, p: 322, 323, 324, 325, 326"
Ba-Ya-Ta," by/in/at night   (excluding sleep), entered upon or passed the night  tent, house, home   Thinking about something and its end result  Concealed or conceived something in the mind  A structure of clay or any structure signifying a habitation, an abode or dwelling.  Buildings, uninhabited houses, shops, ruins, bazaars, places where the entering   is allowed by the owners.  Ark of Noah, Mosques, places of worship, Kaabeh or Jerusalem  A grave  Household or family  Nobility  Sudden attack in the night or a surprise attack in the night  Remaining through the night (e.g. bread or water that stays out and becomes   stale)bata vb. (1) impf. act. 25:64bayat n.m. 7:4, 7:97, 10:50bayt n.m. (pl. buyut)2:125, 2:125, 2:127, 2:158, 3:96, 3:97, 5:2, 5:97, 8:35, 11:73, 14:37, 22:26, 22:26, 22:29, 22:33, 24:36, 33:33, 52:4, 106:32:189, 2:189, 3:49, 3:154, 4:15, 4:100, 7:74, 8:5, 10:87, 10:87, 12:23, 15:82, 16:68, 16:80, 16:80, 17:93, 24:27, 24:27, 24:29, 24:61 (x10), 26:149, 27:52, 28:12, 29:41 (x3), 33:13, 33:33, 33:34, 33:53, 43:33, 43:34, 51:36, 59:2, 65:1, 66:11, 71:28bayyata vb. (2)perf. act. 4:81impf. act. 4:81, 4:108, 27:49LL, V1, p: 316, 317, 318"
Ba-Zay-Ghayn   ," rise or come forth (normally applied to the sun/moon), flow/spread.bazagha vb. (1) pcple. act. 6:77, 6:78LL, V1, p: 236"
